order_id,customer_id,product_category,order_value,discount_applied,payment_method,order_status,order_date,region
34d8ba8f-0afd-44cf-823f-b2354135703c,be0365c6-8790-4246-9302-634ffab9df26,Groceries,111.06,,Bank Transfer,refunded,2024-03-12,Michigan
8627135c-c464-4c18-b732-2edf41eddd55,8f584420-5885-4335-95e0-6ab271f3161b,Fashion,385.79,5.0,Bank Transfer,completed,2024-09-01,Massachusetts
79924210-fff2-4914-9a89-a2a7d6f19916,34733dcd-976b-4d23-a524-ba62719e8b78,Electronics,55.24,5.0,Wallet,cancelled,2024-11-18,Massachusetts
82081915-4d79-4c93-8a10-16dca7aad660,b3de034f-1075-4f41-ad4a-effc4ef5df53,Electronics,352.88,15.0,Bank Transfer,refunded,2024-10-27,New Hampshire
f19bcde8-c96f-4e5e-a677-40795b86fbe3,04e94727-26fd-424d-9cbe-54dd84367952,Fashion,48.27,10.0,Wallet,completed,2024-10-28,Montana
ef1e6fa5-f580-4e93-94da-88e276e1dfc0,50defa50-9980-475c-a7e3-f6211b7e7216,Groceries,317.8,10.0,Bank Transfer,refunded,2024-06-07,Louisiana
9799c99a-b4ba-4411-b056-f5dfb572c919,b5afebd8-8ba5-41ef-b562-e04bb0b7ce5e,Groceries,432.45,5.0,Card,cancelled,2024-03-12,Maryland
27cfb842-f743-4056-9d25-85b53845c632,7ed574c8-62a2-42c0-89cd-05dec5604952,Groceries,145.28,5.0,USSD,refunded,2024-10-09,Minnesota
0ad595c7-6553-409f-9e06-e319fc9d94fb,d591b68b-baaf-44bf-bc5b-25afd5068ec8,Electronics,416.04,10.0,Bank Transfer,completed,2024-11-27,Georgia
7f453582-430e-4f1a-a6f6-9dcf7c8174be,309275d2-14a9-404e-9c43-dc4c148b39a3,Home,338.88,,USSD,cancelled,2024-03-30,Nevada
db1d4f74-4635-4acf-9359-98e19ff66e78,32b4a93e-d123-41ba-82f5-e36127edb37a,Groceries,37.05,,Wallet,refunded,2024-10-03,Florida
84f381e5-e661-43ae-80f1-f68332f06057,50c9ce48-9375-4f60-a004-223a3a13fc59,Electronics,423.02,,Card,refunded,2024-09-04,Oklahoma
32976024-730d-47a5-b8c0-92a83b061601,b49ef65e-ab1b-4c0d-8caa-94b2dc89ee7b,Groceries,216.74,0.0,USSD,cancelled,2024-04-23,Maryland
c0beed0a-5808-48c6-9a81-c9a84724e206,a3b99686-ea67-4438-b842-7073993e633e,Fashion,442.52,,Wallet,refunded,2024-01-15,West Virginia
632a0876-0c87-4a43-bcbf-e0dcb8958648,4b0d18e1-b993-4311-8449-5bdfd8b07e9f,Home,120.52,0.0,Card,completed,2024-11-01,New Hampshire
57cda7f6-06d7-495e-a06c-377a8584c28c,e0e73898-8e63-49f4-b914-48c4ca82d440,Beauty,380.71,10.0,Card,refunded,2024-09-28,Indiana
9050eaeb-06d9-4102-9273-4ee09c6590a2,40aeb5b9-e017-41eb-89b8-dd7c642cda58,Groceries,87.2,0.0,USSD,completed,2024-09-01,South Carolina
9c98eca3-fdc6-4956-87f3-8db7b898b996,95ae026b-6973-4c86-a63d-9717ae90fe15,Electronics,298.43,,Wallet,cancelled,2024-04-27,New Jersey
84d4920a-12c9-4df5-af91-d3ece24a5727,d0f8a384-70de-49eb-beb7-747f0c3c3248,Groceries,112.95,5.0,Card,completed,2024-12-10,New Jersey
7f2cbe14-0280-4db8-9ce6-a0ccd90e230f,7cc8eacb-da36-4f7e-b8e8-6b46b39812e7,Electronics,482.39,0.0,Bank Transfer,cancelled,2024-07-19,Kentucky
9c8063ad-d73e-4ac2-9272-8ab214d627fd,bcdad604-9698-43a9-9aea-587455a78ec0,Fashion,157.65,10.0,Card,cancelled,2024-12-30,Nevada
34a712a1-c49c-41a3-916c-256bc6f0ef34,3dc3c974-d802-4f5a-a65d-a89a08744509,Fashion,269.65,5.0,USSD,cancelled,2024-07-02,Utah
fad6ea36-e3f0-4955-9a17-f82ea06ea95a,4910e815-7cb9-46b4-9396-299444c3a75c,Groceries,226.9,0.0,Card,cancelled,2024-03-08,Pennsylvania
6bcbcf61-11bc-4fcc-ad72-2f775702f546,92ff2f5e-fb9c-4743-810d-942ffcab4c51,Groceries,271.88,,Card,cancelled,2024-11-05,Florida
cffc2998-a554-4335-89db-e8e8a95955fc,6c0fd5b7-b574-4cbb-981f-cce613b99aea,Home,300.11,15.0,Bank Transfer,completed,2024-03-07,Wyoming
9ea35cf9-14dd-4b98-9645-605be9d4fa64,8940faf7-f00d-4217-9c7b-5f05e1055a5b,Groceries,16.78,0.0,Bank Transfer,refunded,2024-03-14,Alabama
2159d106-7f2f-4ba5-a140-6dc2d51fd7a4,86c770a5-218e-48c6-bbb4-960dd7366584,Electronics,246.53,10.0,Bank Transfer,refunded,2024-03-14,Michigan
320e5af6-b0b0-4c82-ae1f-3524de2eecc5,74356264-d2c7-425e-94e7-f81d4b2530f3,Home,288.76,15.0,Wallet,refunded,2024-02-13,Texas
f05c87e9-8904-4a6f-99e0-8207b821ed24,1cd5ce5c-1774-4c99-88bf-f8347ece5e08,Fashion,127.89,15.0,Wallet,refunded,2024-05-14,Oregon
abb02708-ccd9-4309-9928-305c4f6d7692,79c886ac-2a7b-4287-9aaf-ec5c91031a19,Beauty,480.56,10.0,Card,cancelled,2024-11-07,California
d06d5874-7011-451e-8ee5-d5806238c438,a09a2e32-30cf-4fa8-89d0-6f7f8dc2772f,Fashion,54.39,,Wallet,refunded,2024-10-28,New Hampshire
656290be-472d-454c-a1df-2f1e2409f019,9cfd0fbb-d4f4-48ec-9bf6-b73db3c53987,Home,236.84,,USSD,refunded,2024-07-26,Arkansas
6d0a6c22-eb7a-4352-a64d-1bede60be950,bab45b3d-bda6-4b9e-85b2-2f2e10c46d27,Home,390.5,,Card,refunded,2024-12-27,Texas
9b7d79de-cc11-47f5-a760-95408342769d,29bddfb3-7e97-4aef-86f1-05097d3c818e,Groceries,445.3,15.0,USSD,refunded,2024-06-08,California
c364bcb9-8982-4b3e-a9be-57e418e507c1,d4bad8b9-d243-4e56-9e59-f0a98082b0bf,Home,297.79,,Card,cancelled,2024-05-10,North Carolina
416d36a4-2887-4136-a01d-0a4b00f8867c,38642992-444d-4860-80a4-10a32bb762f7,Beauty,429.33,,Card,refunded,2024-03-18,Indiana
b3e9cda3-7044-4f8c-bd68-18a402ee85b7,ee594946-8caf-49ab-b0e8-4833b0c49d38,Beauty,300.64,15.0,Bank Transfer,refunded,2024-06-02,Wisconsin
f7f2644a-f501-495c-942b-b61d2bbe3e17,2076b586-6479-4280-bece-ff187e36749c,Beauty,168.8,,Bank Transfer,completed,2024-09-28,Missouri
e6847ad9-7fd3-4a3a-9d91-fc866c13c3c0,a7fc1b45-36ef-42f9-ab7a-144f5990336b,Electronics,179.52,5.0,USSD,cancelled,2024-04-14,Mississippi
eca3cdcc-8660-40d4-8ef4-ee488318adbe,dcdfc8f4-9179-45a0-aced-24f8355db961,Fashion,231.74,0.0,Bank Transfer,cancelled,2024-10-08,Georgia
fbfa409c-be3a-480a-8125-9d24c875da56,91c73bab-d2da-4856-941f-76bd9f18af62,Beauty,70.05,10.0,Bank Transfer,cancelled,2024-02-16,Florida
bc52ce8b-4067-49af-81dc-6487eaf0a04e,3b4c0e92-58fa-4fa3-87a7-3add948002f5,Beauty,471.49,5.0,Wallet,cancelled,2024-12-12,Hawaii
b069fe8a-5c9d-4536-be1a-51dedff9c916,e0042c9b-4753-412d-a972-13a414fcd68f,Home,371.49,15.0,Card,refunded,2024-04-18,South Dakota
eade46f4-c701-4eb2-9e9d-291b7ac60e4f,849d2b73-92bc-4208-a56d-89fd3c0dca01,Groceries,273.85,10.0,Wallet,cancelled,2024-07-16,New York
26e4eb0e-36a0-4177-827e-9ecb643c755e,1a54e6f6-5525-4264-b79e-8a1793ab3643,Fashion,149.9,10.0,Card,completed,2024-06-23,Iowa
9f90cf97-033c-4eca-a2de-e818fa18ea38,8ed5c64b-0f21-43f7-b61c-4571956c84e8,Beauty,423.65,0.0,USSD,cancelled,2024-08-26,Delaware
69ce1548-065c-4fdd-8818-32c736e1b410,448161fb-f02b-4d11-9b1d-8950e1bf0f04,Groceries,334.17,15.0,Bank Transfer,completed,2024-10-09,Kentucky
6abf0d3d-8844-4056-b6b1-3fd75b546d95,83624792-1a48-42e4-9ada-d12bcd7e749a,Home,486.55,,Bank Transfer,cancelled,2024-11-16,Kentucky
9e74ad18-6128-4f8c-a1f3-45e62282d8c6,d49f5ee8-1986-49ba-a27b-588573d4144f,Home,151.98,15.0,Bank Transfer,cancelled,2024-03-17,Montana
c9c6af1f-2e05-44c4-a6e6-382752086669,4bcd38c0-8baa-40a3-aff3-86812ae1f79b,Fashion,489.0,0.0,Bank Transfer,completed,2024-07-11,New Jersey
10de9c62-88ea-48f4-9fee-95fc588e1249,40315dfb-b71b-4fec-85a9-86fb8b4baa47,Home,415.28,15.0,Wallet,completed,2024-09-18,New Hampshire
7e99c8fb-4d01-4438-9d9a-26d931cc9760,94240d6a-7fd6-4c7f-8401-90987884bc35,Groceries,332.43,0.0,Card,cancelled,2024-06-19,Hawaii
2985a993-b558-4267-a1ed-074e181a755a,32bc6786-b3f8-432a-a2a9-7070024e20d0,Beauty,391.97,10.0,Card,refunded,2024-01-07,Delaware
1536be36-add7-44d6-9062-7917526fc55b,e77dec22-9359-448e-9791-b8a0a3f8fdc8,Beauty,294.07,0.0,Bank Transfer,cancelled,2024-08-20,Missouri
f2a5d214-e413-4a42-b5ec-e05414160e39,31dc27e7-63be-4034-a84e-ea1eb91a6b0f,Home,379.57,15.0,Card,cancelled,2024-12-19,South Carolina
c8fee9e8-12c6-461b-94c2-3e631b09dc2f,71e49a6e-cdc7-4393-9fb5-af3205b3482d,Groceries,82.08,0.0,Card,cancelled,2024-04-03,Virginia
9d6a1773-7c89-4264-a975-2f74940213c5,de9bdaec-4431-4e89-9403-3ba2ffaa8fe9,Fashion,217.21,10.0,Wallet,completed,2024-03-14,Alaska
eb50cf2f-e483-4c84-8a5a-1d9e0828430e,ac31e3e6-8ea5-434d-b7ce-cdf5c69a48c9,Fashion,160.27,0.0,Bank Transfer,completed,2024-01-12,Idaho
a5160653-66f9-4f13-a916-a530d2286b7a,92e0ae25-d1d0-453e-9c60-123b1d75d844,Electronics,109.14,5.0,Bank Transfer,cancelled,2024-03-09,Missouri
c711f0f2-f003-4055-bcba-dcc47007d386,bd0a451a-265e-4a59-9edc-05b7c59ffa1f,Groceries,201.72,5.0,Card,refunded,2024-01-20,Arizona
b5555804-d7f9-4954-aa40-73375ad20e2b,e97ad9ba-456a-4755-9322-9933e1854b2e,Electronics,322.96,5.0,USSD,cancelled,2024-09-23,Idaho
f795ab09-00ed-4d19-a15c-e864262dd1bb,26016c2c-5f1d-414c-af2c-013a74904223,Groceries,219.05,10.0,Wallet,refunded,2024-10-29,Alaska
aa78fd99-76e9-4603-8f18-dcf6ee57a4cd,6ea2cea1-c260-4f35-a280-0505a75b66eb,Fashion,489.59,10.0,Card,cancelled,2024-01-16,New York
d8d7a169-c97f-4b4b-83c3-aa1faac93f20,a4eb72f4-b863-4673-af62-bcb1180e2658,Fashion,128.0,0.0,USSD,refunded,2024-05-13,Michigan
e35d18df-ecdb-4a99-947f-cc9fc8c9a59d,f7612507-733a-4e63-af8d-090e08c9cd7d,Groceries,341.53,15.0,Card,cancelled,2024-08-09,New York
b9d82ce7-5569-4924-92cc-b8b97d7f0d83,80d91a40-d76f-4c08-9d03-74863248f738,Groceries,293.33,5.0,Bank Transfer,refunded,2024-07-01,Illinois
d8006d4a-3475-4c98-9ffe-bb14bb3b0326,aa29cb4b-3935-4449-9394-4fc576e2bab2,Electronics,19.8,10.0,Wallet,completed,2024-03-11,Georgia
028371b4-ed84-4300-807c-56822b986f92,56b26b27-690c-4600-8284-90c4675853cd,Electronics,150.52,5.0,Card,completed,2024-04-28,Maine
5729878f-d5fd-4755-b575-8d3daa98aade,6e5f7a14-39da-4fab-bd0e-c3ffe91d0d04,Home,421.08,,USSD,refunded,2024-11-08,New Jersey
01cc328f-1c5b-4034-afd2-e681da2932f5,51903995-8f1f-4d12-a130-c0659dc9c898,Beauty,259.49,5.0,Card,refunded,2024-04-11,Vermont
d4d6feb6-fa55-46e5-b5e0-28288045dbf9,865d62a2-44e7-4578-9f1f-3fbd19475cb1,Home,377.6,5.0,Wallet,completed,2024-03-18,Washington
c6117a38-03f8-466b-a1a4-cd4282390f29,82e0059b-cce0-4446-85dc-ddaf178f56d6,Fashion,405.98,,USSD,refunded,2024-11-26,Rhode Island
b892bd20-4d8c-4b55-9171-d8aca795a00d,40f40037-f918-4ab4-87ba-c777d28d8815,Home,40.07,15.0,Bank Transfer,completed,2024-05-02,Maryland
9e61dc6f-1ed7-413e-899c-b63161055799,093adef1-d0d8-4179-a0fe-1896b6df46c4,Groceries,306.73,5.0,Card,cancelled,2024-03-16,Louisiana
d61f6863-eb37-4d49-88ce-6007b1a3beca,d04fee36-08b9-44c5-a0fe-093d97df8173,Electronics,204.38,15.0,Bank Transfer,cancelled,2024-12-16,Vermont
a5e36224-379f-4291-95b8-e0aedc749074,91f4cd20-2df2-4881-bf8f-4e7e0192ba2b,Electronics,202.49,0.0,Wallet,cancelled,2024-09-07,Connecticut
cba92b4d-a752-4f0a-9076-7ba4ab8243f8,73def8c3-99b2-4b2f-92ea-821880b75f74,Electronics,145.52,10.0,Bank Transfer,completed,2024-03-19,Mississippi
5b684560-1c7e-48b3-ab35-7e6f10aa790a,0f0d72a9-9892-4277-b549-36b2086dee6e,Fashion,299.51,0.0,Bank Transfer,refunded,2024-12-09,Texas
7c0ba5a7-9ff0-47dd-8282-c00ed9d04317,530cedb4-f9fb-4c32-b594-efb8f3172685,Beauty,204.24,0.0,USSD,refunded,2024-06-27,Maryland
332b1665-9f4c-469b-9a34-631c65beaa13,62aace17-c25e-4b1b-8d3d-c0bfddb2fd74,Electronics,230.37,15.0,Card,completed,2024-08-22,Mississippi
c0141751-6fbb-423b-9664-93dcfc6832bc,da2d4151-35bc-431c-861b-dcd9c9450acf,Groceries,115.72,15.0,USSD,cancelled,2024-03-01,Connecticut
d5095292-a36e-4a25-bfef-7eb2492202d2,ed7f3fec-9a29-4d5c-8f8b-ceaf69731c68,Fashion,108.19,10.0,Wallet,refunded,2024-07-28,Delaware
bed34093-bff7-42bf-bdce-54a2a052ea38,63d6f1bf-2705-437c-81a7-2b9cd919ee3f,Home,254.47,5.0,Card,refunded,2024-07-07,New Hampshire
e80bc2d6-91de-47d0-ba09-a44cdfae0701,f3909c7f-cc56-4fd5-b596-af60b1e60caa,Fashion,263.67,15.0,Wallet,completed,2024-12-24,Hawaii
ffc7303a-59a9-4e14-8f5f-4fd97b8d55fc,f0aa63e4-fd75-4d0d-998a-83b3d6e86fb8,Beauty,131.88,0.0,USSD,refunded,2024-08-10,Texas
07f18d08-379b-40ac-a534-cd6172e14333,8f9a8001-32df-465b-90c6-479574f5b809,Electronics,419.21,,Card,refunded,2024-07-18,Alabama
2d88653b-ee4a-483b-aaae-6a79baf73278,cb66489a-25db-4f79-9e54-4efe75525e66,Fashion,372.34,0.0,USSD,completed,2024-06-18,Oregon
3ee57cd7-ae97-4887-b458-a7e0847bb302,c902864a-f58b-4902-8c47-15a993eb9eac,Groceries,120.98,0.0,USSD,cancelled,2024-02-23,New Jersey
85bab827-ec06-4be5-b95d-7f5e96d98f12,3fa1a2cd-3e96-4537-bb13-34100354a19a,Electronics,352.76,10.0,USSD,completed,2024-01-08,New Mexico
064bc9c6-0cd1-4880-b4ac-2dbd5a3464aa,20ad00ad-e073-4bee-b4b1-056848b67ad9,Fashion,400.6,10.0,Bank Transfer,completed,2024-12-13,Tennessee
43a9a6dd-9aee-46e3-a0a8-8198e876db5d,931c02d7-fe5f-451b-8859-7b40aabbc965,Fashion,37.68,15.0,Card,completed,2024-03-06,Washington
74f4b1fa-ce43-4f97-bc8f-e4779c41dd9a,91b97a9c-141a-4d78-b54d-380fe7e2ae1b,Fashion,150.45,15.0,Bank Transfer,completed,2024-05-08,Massachusetts
3f63ea33-99af-4e35-abbf-63e73c6cc41d,d66bc96e-bde5-4b75-bea2-c433c62e2ed6,Groceries,264.8,5.0,USSD,refunded,2024-09-04,Louisiana
82401c2c-20d6-4d0c-af97-3e16f25ea067,f5ba3bea-7897-45bd-ade8-8e28cd485998,Groceries,93.65,0.0,USSD,cancelled,2024-05-18,California
048d4559-196c-498e-af8d-c521a291aaef,f266ceef-322c-4d39-b14d-83d7e4dd0399,Electronics,91.62,5.0,Wallet,refunded,2024-11-03,Kentucky
3f88f188-0d67-4489-a5bb-9f6d6ba19e77,1639945f-7572-4b00-982f-99239c3ddf86,Beauty,336.87,5.0,Wallet,completed,2024-08-25,Nebraska
c8a263eb-e2f9-4b7a-a80b-40d33bd11c55,fc673069-bba4-4897-9955-66030e99974b,Beauty,79.81,10.0,Bank Transfer,refunded,2024-12-07,Missouri
849f81d3-931e-4e73-91e1-e5ce02e4017c,8fc08948-ca17-4204-8580-ad723738c11a,Fashion,170.56,0.0,USSD,cancelled,2024-11-26,South Carolina
1a3bc55a-aacf-4e36-be3f-61432281fbfd,b4ce5e6e-91e5-43f6-94a2-65b49fc09db2,Beauty,480.37,10.0,Wallet,refunded,2024-03-29,New Hampshire
e0c01bd8-e7e6-4b53-9b4d-59ce23a0204a,f9769aaa-4c96-415e-8ff0-7e7d511f63c1,Groceries,449.2,,USSD,cancelled,2024-07-22,New York
02dff363-83c6-4d34-b0be-dab74bb2b2c5,94321012-2a31-49b1-8e69-d9f1ba9cadf8,Groceries,205.87,15.0,Card,completed,2024-01-20,South Dakota
a6228afb-9c4b-4dd6-a105-d454afe7cea2,d6209768-44c7-45bb-bf63-dd636652b02f,Groceries,265.58,5.0,Bank Transfer,completed,2024-03-01,Georgia
00de9f92-49f5-41d6-bc62-4b4b3bebdba8,484f44f1-6527-491a-80b0-cc25bb973a4b,Electronics,485.34,10.0,Card,cancelled,2024-12-24,Alaska
